"RANDOM STATE"
"0 0 -1727483681 388 0.0 false -567858581 -1936003440 -1084177921 -549419730 -816648242 738585415 -429402386 -804028696 1883936748 -1589286553 -1087403727 -1970391790 1787644734 -362150223 1966003930 -841912918 -1145986715 245065292 1223226064 -1749072342 1660063566 1250777771 -898967327 -1315329010 520611748 1733544011 1570383891 1878212473 -1011492999 1050209109 -382922095 -2047403089 1484743288 493154681 -1411190044 -1181383597 -1442485090 -82082041 585264110 517881267 798350535 -1297251341 1277650307 -595807693 -528077643 1753557721 -672396645 -1132061653 682650130 425986424 348294029 -1594669892 -1889124338 1285823445 1951958500 1284417772 -1461250501 144759039 1733240678 -2077122402 -375054711 757397841 -932324822 -1278698777 -522574597 -690104507 1788529098 594794198 1012317352 -1993758372 -1336608381 282014239 -541211941 -657761000 1140789772 -1986985157 473425763 1392899769 -1803767608 1359470735 1270173222 -963072468 -1090346308 636755482 -234325187 -1653406026 -678505936 1276349420 124959781 1988276877 -1051684143 -1233913952 709609846 998628460 1074629239 458572594 1061176928 1647838011 -461039538 -693015217 508646431 -1991806812 1138545694 -1790569573 1233277818 147044399 753892172 -975975855 53006127 1042681729 914247775 -1556316236 1456147369 -642358625 -432501141 -1996224266 -447352347 638466191 1291544626 257882992 -1919972163 371159921 1088299486 -234493679 1587895148 1745553285 410080454 521873590 -1812407943 637802217 -347799944 -2119640063 206895345 1141094207 794691597 -974031389 -761402353 1528688180 -1635537728 608716410 1522147827 1401412647 263181590 -2048017739 1789554838 2087013748 -1141000237 1371047201 -1516535340 -582181722 2051370156 -657223052 -637109592 -1154461113 -1813422593 2066238634 -1476381657 492134069 -360483955 -518377076 -22280046 585925593 331070466 -1948780020 -1119824820 -1581800036 1875819797 1789960965 -2024938999 1048297859 1994677298 -1927462241 -958214118 1770296488 799991128 76607322 193501656 229368514 1184688875 771521700 -1986587200 1940706362 1803454902 551752403 -721186216 61079235 889156995 -965249458 -1185517201 -973461210 1626834868 1631673193 -1144693465 -2046501904 617765647 -1673888062 -180733720 634205354 817105777 -790076582 26702967 1970741526 -1697115292 -1202695147 1444956198 -2084841096 850409828 46413503 -303097456 -1319915374 -1990674314 -1565761232 -1116235260 1088744195 -753573369 1845156160 -1683746333 -1265483289 -1409880051 2009027750 -447127078 -1847015576 1382112541 -1171202632 934635078 214341297 1559074772 -240501731 -943107842 -903906234 1663889723 -188555399 515688179 -1017005661 -518850944 678658795 -865056162 1233590738 1699758925 -1481390376 -584480099 -1358832261 1992525773 764299702 -350825675 1249434977 -1313548162 1643160391 -670889729 277251568 -1660690202 1563028779 27108842 -1970758092 -258777597 1048180569 -873961405 71225254 406369638 -669853354 -1741492538 -382733780 -228842056 -584735125 -665278156 -1522893402 -2144348285 1297423295 -1962509958 -1164202782 -1195853922 2043008150 62084612 -1829807240 1641757586 -209304372 -682700759 -1375434700 -19226104 1484405197 -563024248 1784145623 -1998041692 681593200 837616386 -1385251734 -438830545 2143902699 492488836 599880142 406427696 -655467423 -1065297828 1113990948 1989511044 1509116259 -212976232 2043252100 -854561476 -240029685 932935023 -666865859 300768843 156559301 -912587903 2005650784 485459881 -1991079678 1651580912 470789068 -26504945 1598395117 1063020055 -724170548 1274712609 235900671 152370936 -1886673687 1414856514 -1952612599 1693100432 465964860 -1804845271 731432054 -1782686315 -2034702621 398904394 -1575488483 -604519168 -1117560328 684730515 -1751140814 -868579428 1215570059 1905831125 1507033643 912506021 1229252743 -1585869938 1582255669 565927921 3993901 1956689490 -935707420 -591522404 1593746674 556162960 420106530 1373927851 -1259720116 -84640335 -304300937 822256437 -1896203356 -1240401210 1942251752 205512661 -1921317524 405684335 -1812905749 -1400526710 -1990541582 1601509804 -1550327445 -190292767 2071940845 1925761826 1067637516 -1070740020 -618608699 -442079135 1622442824 -1755464992 1506875091 827819954 -1831189003 -1854966080 -948670550 1246116717 1399199318 -327342845 66698327 -1490674844 -1094002977 2007860817 -637927060 1600325792 541469821 1353240176 -1576734343 1733878743 -2034596633 1005310845 -1504995268 1222004232 1127154604 311266907 111909523 345314697 -720355394 -1899199588 2027146740 -1414477710 -970380146 148666103 -240143693 396433436 1701006242 617689356 1630934134 -433971683 1640396239 2132801505 577244675 988061418 -807632959 -828330620 -236695040 -492785185 -1966080777 65300996 -1757966391 -539389730 1873286714 -714617199 -2089706903 -1542212070 1280148638 -1622053522 -239714475 1500088448 -1991014815 516759022 -1905578977 -271822962 300871004 633097333 960758880 1469390902 -1952462324 -1153659928 -1486658051 394559436 348156333 -515481393 -976707269 -1538841063 1112259596 -1681017942 -1270020254 -1867921559 1100849218 829059949 791824737 -1793273911 2116726905 723835568 62451249 -1774165901 -941418838 701211193 1307564969 1104870680 -620205660 -1250802372 725099961 -1097114142 -647999782 -1539112132 -798243483 1806731677 -1255377044 1379591156 1791356958 -1679901968 268340142 -153926000 865150407 1002124592 -399934799 -1066012260 -1441524766 -1621338208 1181738798 1726874471 -1694045799 1176702287 534943986 992223816 -738288934 -453854440 829056460 2024326570 631326818 1292154468 1997121407 -639872780 1282167692 -1694933410 -690180198 617755940 -1892330774 1543412132 767757061 -2060728708 806441090 952527102 2145244509 1873424108 409226802 534153859 1313358873 -719561832 13591393 1328469114 2097506192 -1842666525 580257865 1216421171 -1053502816 -2018530857 2125798249 2143647024 -1743625943 -1650846338 352304169 1172836251 -1295555394 -1075199349 -622783886 -1277209219 -570131071 1748307633 -192497199 -811476642 -190232538 1036201796 -1028513860 1563367692 -1086745032 -583937312 1667132243 -316899868 -204224714 -1810380215 -1856554220 560883772 -530483944 299093636 1326144228 -567641648 -1024796661 -1721019269 425000979 375440648 -1376453576 -816794408 -1185605737 893424397 1814306197 847819439 -1442399344 -2067317827 -419130605 676182503 -1799942409 685161943 -2078231811 -589427486 -1015853210 1567912824 -124200000 1997868620 5833311 1111869621 1860991992 -668171117 454950849 -1643474813 -2056015630 1048877666 382241502 1853356944 63843482 -454499445 -591797957 514605099 -1164660437 -1562513596 1960519690 -1975472874 -1306863759 -975987747 1751553411 -1710008266 -1770958797 -848186543 -230081297 -279139703 1973273444 1132730018 1590755119 -1466077144 1028616309 251377690 1917964176 -974157901 -1702350920 -1429038445 -1178158628 -1144637373 -828114541 -1293946882 780620677 -1541112547 -1839291567 128432160 -1083765241 104892679 -906048316 -1371888908 136006356 488543823 -459887695"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","adult-age","adult-bug-size","carrying-capacity-environment-left","carrying-capacity-environment-right","environment-right","host-mouse-down-released?","host-role","image1","image2","initial-colors-bugs-left","initial-colors-bugs-right","leader","leader-found","left-environment","mate-leader","mate-leader-found","mate-total-found","max-color-mutation","number-of-mates","number-of-predators","offspring-distance","players-roles","predator-leader","predator-leader-found","predator-total-found","show-genes?","total-found"
"-40","40","-20","20","0","nobody","586","""NEITHER""","75","25","1.5","10","10","""poppyfield""","true","""predator""","0","0","""random variation""","""random variation""","""""","0","""seashore""","0","0","0","20","0","5","40","""all predators""","0","0","0","false","0"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","user-name","host?","role","found","attempts","percent","countdown","red-gene","blue-gene","green-gene","birthday"
"540","9.9","154","-2","-20","""edges""","""""","9.9","{breed edges}","false","1","1","""up""",,,,,,,,,,,
"541","9.9","226","-21","-20","""edges""","""""","9.9","{breed edges}","false","1","1","""up""",,,,,,,,,,,
"542","9.9","23","39","-20","""edges""","""""","9.9","{breed edges}","false","1","1","""up""",,,,,,,,,,,
"543","9.9","342","2","-20","""edges""","""""","9.9","{breed edges}","false","1","1","""up""",,,,,,,,,,,
"544","9.9","231","-40","-8","""edges""","""""","9.9","{breed edges}","false","1","1","""up""",,,,,,,,,,,
"545","9.9","248","12","-20","""edges""","""""","9.9","{breed edges}","false","1","1","""up""",,,,,,,,,,,
"546","9.9","46","0","11","""edges""","""""","9.9","{breed edges}","false","1","1","""up""",,,,,,,,,,,
"547","9.9","146","32","-20","""edges""","""""","9.9","{breed edges}","false","1","1","""up""",,,,,,,,,,,
"548","9.9","189","24","20","""edges""","""""","9.9","{breed edges}","false","1","1","""up""",,,,,,,,,,,
"549","9.9","284","40","-4","""edges""","""""","9.9","{breed edges}","false","1","1","""up""",,,,,,,,,,,
"550","9.9","350","-13","-20","""edges""","""""","9.9","{breed edges}","false","1","1","""up""",,,,,,,,,,,
"551","9.9","112","40","10","""edges""","""""","9.9","{breed edges}","false","1","1","""up""",,,,,,,,,,,
"552","9.9","150","11","20","""edges""","""""","9.9","{breed edges}","false","1","1","""up""",,,,,,,,,,,
"553","9.9","97","0","4","""edges""","""""","9.9","{breed edges}","false","1","1","""up""",,,,,,,,,,,
"554","9.9","74","8","-20","""edges""","""""","9.9","{breed edges}","false","1","1","""up""",,,,,,,,,,,
"555","9.9","346","-39","20","""edges""","""""","9.9","{breed edges}","false","1","1","""up""",,,,,,,,,,,
"556","9.9","55","-19","20","""edges""","""""","9.9","{breed edges}","false","1","1","""up""",,,,,,,,,,,
"557","9.9","156","17","20","""edges""","""""","9.9","{breed edges}","false","1","1","""up""",,,,,,,,,,,
"558","9.9","333","-31","20","""edges""","""""","9.9","{breed edges}","false","1","1","""up""",,,,,,,,,,,
"559","9.9","74","-37","20","""edges""","""""","9.9","{breed edges}","false","1","1","""up""",,,,,,,,,,,
"560","9.9","229","0","17","""edges""","""""","9.9","{breed edges}","false","1","1","""up""",,,,,,,,,,,
"561","[160 44 97]","311","-12","-17","""moth""","""""","9.9","{breed bugs}","false","1.5","1","""up""",,,,,,,,"160","97","44","-25"
"562","[32 54 113]","351","-28","-1","""moth""","""""","9.9","{breed bugs}","false","1.5","1","""up""",,,,,,,,"32","113","54","-25"
"563","[196 126 95]","20","-36","16","""moth""","""""","9.9","{breed bugs}","false","1.5","1","""up""",,,,,,,,"196","95","126","-25"
"564","[101 102 206]","135","-2","5","""moth""","""""","9.9","{breed bugs}","false","1.5","1","""up""",,,,,,,,"101","206","102","-25"
"565","[184 215 156]","217","-1","-1","""moth""","""""","9.9","{breed bugs}","false","1.5","1","""up""",,,,,,,,"184","156","215","-25"
"566","[86 129 26]","102","-10","-15","""moth""","""""","9.9","{breed bugs}","false","1.5","1","""up""",,,,,,,,"86","26","129","-25"
"567","[75 234 81]","292","-16","-17","""moth""","""""","9.9","{breed bugs}","false","1.5","1","""up""",,,,,,,,"75","81","234","-25"
"568","[208 163 70]","9","-1","19","""moth""","""""","9.9","{breed bugs}","false","1.5","1","""up""",,,,,,,,"208","70","163","-25"
"569","[175 238 192]","50","-23","-4","""moth""","""""","9.9","{breed bugs}","false","1.5","1","""up""",,,,,,,,"175","192","238","-25"
"570","[137 187 171]","181","-28","5","""moth""","""""","9.9","{breed bugs}","false","1.5","1","""up""",,,,,,,,"137","171","187","-25"
"571","[163 179 174]","354","11","13","""moth""","""""","9.9","{breed bugs}","false","1.5","1","""up""",,,,,,,,"163","174","179","-25"
"572","[76 24 53]","67","29","-7","""moth""","""""","9.9","{breed bugs}","false","1.5","1","""up""",,,,,,,,"76","53","24","-25"
"573","[226 240 145]","57","16","-19","""moth""","""""","9.9","{breed bugs}","false","1.5","1","""up""",,,,,,,,"226","145","240","-25"
"574","[234 246 18]","355","24","6","""moth""","""""","9.9","{breed bugs}","false","1.5","1","""up""",,,,,,,,"234","18","246","-25"
"575","[52 244 214]","125","14","-9","""moth""","""""","9.9","{breed bugs}","false","1.5","1","""up""",,,,,,,,"52","214","244","-25"
"576","[163 254 214]","308","39","13","""moth""","""""","9.9","{breed bugs}","false","1.5","1","""up""",,,,,,,,"163","214","254","-25"
"577","[129 81 74]","123","9","2","""moth""","""""","9.9","{breed bugs}","false","1.5","1","""up""",,,,,,,,"129","74","81","-25"
"578","[129 168 71]","94","37","-19","""moth""","""""","9.9","{breed bugs}","false","1.5","1","""up""",,,,,,,,"129","71","168","-25"
"579","[61 167 174]","290","5","17","""moth""","""""","9.9","{breed bugs}","false","1.5","1","""up""",,,,,,,,"61","174","167","-25"
"580","[115 87 223]","21","3","12","""moth""","""""","9.9","{breed bugs}","false","1.5","1","""up""",,,,,,,,"115","223","87","-25"
"581","115","173","0","0","""default""","""""","9.9","{breed players}","true","1","1","""up""","""Local 0""","false","""predator""","0","0","0",,,,,
"582","65","284","0","0","""default""","""""","9.9","{breed players}","true","1","1","""up""","""Local 1""","false","""predator""","0","0","0",,,,,
"583","5","92","0","0","""default""","""""","9.9","{breed players}","true","1","1","""up""","""Local 2""","false","""predator""","0","0","0",,,,,
"584","65","343","0","0","""default""","""""","9.9","{breed players}","true","1","1","""up""","""Local 3""","false","""predator""","0","0","0",,,,,
"585","95","51","0","0","""default""","""""","9.9","{breed players}","true","1","1","""up""","""Local 4""","false","""predator""","0","0","0",,,,,

"PATCHES"
"pxcor","pycor","pcolor","plabel","plabel-color","type-of-patch","region"
"-40","20","0","""""","9.9","""outside-region""","0"
"-39","20","0","""""","9.9","""outside-region""","0"
"-38","20","0","""""","9.9","""outside-region""","0"
"-37","20","0","""""","9.9","""outside-region""","0"
"-36","20","0","""""","9.9","""outside-region""","0"
"-35","20","0","""""","9.9","""outside-region""","0"
"-34","20","0","""""","9.9","""outside-region""","0"
"-33","20","0","""""","9.9","""outside-region""","0"
"-32","20","0","""""","9.9","""outside-region""","0"
"-31","20","0","""""","9.9","""outside-region""","0"
"-30","20","0","""""","9.9","""outside-region""","0"
"-29","20","0","""""","9.9","""outside-region""","0"
"-28","20","0","""""","9.9","""outside-region""","0"
"-27","20","0","""""","9.9","""outside-region""","0"
"-26","20","0","""""","9.9","""outside-region""","0"
"-25","20","0","""""","9.9","""outside-region""","0"
"-24","20","0","""""","9.9","""outside-region""","0"
"-23","20","0","""""","9.9","""outside-region""","0"
"-22","20","0","""""","9.9","""outside-region""","0"
"-21","20","0","""""","9.9","""outside-region""","0"
"-20","20","0","""""","9.9","""outside-region""","0"
"-19","20","0","""""","9.9","""outside-region""","0"
"-18","20","0","""""","9.9","""outside-region""","0"
"-17","20","0","""""","9.9","""outside-region""","0"
"-16","20","0","""""","9.9","""outside-region""","0"
"-15","20","0","""""","9.9","""outside-region""","0"
"-14","20","0","""""","9.9","""outside-region""","0"
"-13","20","0","""""","9.9","""outside-region""","0"
"-12","20","0","""""","9.9","""outside-region""","0"
"-11","20","0","""""","9.9","""outside-region""","0"
"-10","20","0","""""","9.9","""outside-region""","0"
"-9","20","0","""""","9.9","""outside-region""","0"
"-8","20","0","""""","9.9","""outside-region""","0"
"-7","20","0","""""","9.9","""outside-region""","0"
"-6","20","0","""""","9.9","""outside-region""","0"
"-5","20","0","""""","9.9","""outside-region""","0"
"-4","20","0","""""","9.9","""outside-region""","0"
"-3","20","0","""""","9.9","""outside-region""","0"
"-2","20","0","""""","9.9","""outside-region""","0"
"-1","20","0","""""","9.9","""outside-region""","0"
"0","20","0","""""","9.9","""outside-region""","0"
"1","20","0","""""","9.9","""outside-region""","0"
"2","20","0","""""","9.9","""outside-region""","0"
"3","20","0","""""","9.9","""outside-region""","0"
"4","20","0","""""","9.9","""outside-region""","0"
"5","20","0","""""","9.9","""outside-region""","0"
"6","20","0","""""","9.9","""outside-region""","0"
"7","20","0","""""","9.9","""outside-region""","0"
"8","20","0","""""","9.9","""outside-region""","0"
"9","20","0","""""","9.9","""outside-region""","0"
"10","20","0","""""","9.9","""outside-region""","0"
"11","20","0","""""","9.9","""outside-region""","0"
"12","20","0","""""","9.9","""outside-region""","0"
"13","20","0","""""","9.9","""outside-region""","0"
"14","20","0","""""","9.9","""outside-region""","0"
"15","20","0","""""","9.9","""outside-region""","0"
"16","20","0","""""","9.9","""outside-region""","0"
"17","20","0","""""","9.9","""outside-region""","0"
"18","20","0","""""","9.9","""outside-region""","0"
"19","20","0","""""","9.9","""outside-region""","0"
"20","20","0","""""","9.9","""outside-region""","0"
"21","20","0","""""","9.9","""outside-region""","0"
"22","20","0","""""","9.9","""outside-region""","0"
"23","20","0","""""","9.9","""outside-region""","0"
"24","20","0","""""","9.9","""outside-region""","0"
"25","20","0","""""","9.9","""outside-region""","0"
"26","20","0","""""","9.9","""outside-region""","0"
"27","20","0","""""","9.9","""outside-region""","0"
"28","20","0","""""","9.9","""outside-region""","0"
"29","20","0","""""","9.9","""outside-region""","0"
"30","20","0","""""","9.9","""outside-region""","0"
"31","20","0","""""","9.9","""outside-region""","0"
"32","20","0","""""","9.9","""outside-region""","0"
"33","20","0","""""","9.9","""outside-region""","0"
"34","20","0","""""","9.9","""outside-region""","0"
"35","20","0","""""","9.9","""outside-region""","0"
"36","20","0","""""","9.9","""outside-region""","0"
"37","20","0","""""","9.9","""outside-region""","0"
"38","20","0","""""","9.9","""outside-region""","0"
"39","20","0","""""","9.9","""outside-region""","0"
"40","20","0","""""","9.9","""outside-region""","0"
"-40","19","0","""""","9.9","""outside-region""","0"
"-39","19","0","""""","9.9","0","1"
"-38","19","0","""""","9.9","0","1"
"-37","19","0","""""","9.9","0","1"
"-36","19","0","""""","9.9","0","1"
"-35","19","0","""""","9.9","0","1"
"-34","19","0","""""","9.9","0","1"
"-33","19","0","""""","9.9","0","1"
"-32","19","0","""""","9.9","0","1"
"-31","19","0","""""","9.9","0","1"
"-30","19","0","""""","9.9","0","1"
"-29","19","0","""""","9.9","0","1"
"-28","19","0","""""","9.9","0","1"
"-27","19","0","""""","9.9","0","1"
"-26","19","0","""""","9.9","0","1"
"-25","19","0","""""","9.9","0","1"
"-24","19","0","""""","9.9","0","1"
"-23","19","0","""""","9.9","0","1"
"-22","19","0","""""","9.9","0","1"
"-21","19","0","""""","9.9","0","1"
"-20","19","0","""""","9.9","0","1"
"-19","19","0","""""","9.9","0","1"
"-18","19","0","""""","9.9","0","1"
"-17","19","0","""""","9.9","0","1"
"-16","19","0","""""","9.9","0","1"
"-15","19","0","""""","9.9","0","1"
"-14","19","0","""""","9.9","0","1"
"-13","19","0","""""","9.9","0","1"
"-12","19","0","""""","9.9","0","1"
"-11","19","0","""""","9.9","0","1"
"-10","19","0","""""","9.9","0","1"
"-9","19","0","""""","9.9","0","1"
"-8","19","0","""""","9.9","0","1"
"-7","19","0","""""","9.9","0","1"
"-6","19","0","""""","9.9","0","1"
"-5","19","0","""""","9.9","0","1"
"-4","19","0","""""","9.9","0","1"
"-3","19","0","""""","9.9","0","1"
"-2","19","0","""""","9.9","0","1"
"-1","19","0","""""","9.9","0","1"
"0","19","0","""""","9.9","""outside-region""","0"
"1","19","0","""""","9.9","0","2"
"2","19","0","""""","9.9","0","2"
"3","19","0","""""","9.9","0","2"
"4","19","0","""""","9.9","0","2"
"5","19","0","""""","9.9","0","2"
"6","19","0","""""","9.9","0","2"
"7","19","0","""""","9.9","0","2"
"8","19","0","""""","9.9","0","2"
"9","19","0","""""","9.9","0","2"
"10","19","0","""""","9.9","0","2"
"11","19","0","""""","9.9","0","2"
"12","19","0","""""","9.9","0","2"
"13","19","0","""""","9.9","0","2"
"14","19","0","""""","9.9","0","2"
"15","19","0","""""","9.9","0","2"
"16","19","0","""""","9.9","0","2"
"17","19","0","""""","9.9","0","2"
"18","19","0","""""","9.9","0","2"
"19","19","0","""""","9.9","0","2"
"20","19","0","""""","9.9","0","2"
"21","19","0","""""","9.9","0","2"
"22","19","0","""""","9.9","0","2"
"23","19","0","""""","9.9","0","2"
"24","19","0","""""","9.9","0","2"
"25","19","0","""""","9.9","0","2"
"26","19","0","""""","9.9","0","2"
"27","19","0","""""","9.9","0","2"
"28","19","0","""""","9.9","0","2"
"29","19","0","""""","9.9","0","2"
"30","19","0","""""","9.9","0","2"
"31","19","0","""""","9.9","0","2"
"32","19","0","""""","9.9","0","2"
"33","19","0","""""","9.9","0","2"
"34","19","0","""""","9.9","0","2"
"35","19","0","""""","9.9","0","2"
"36","19","0","""""","9.9","0","2"
"37","19","0","""""","9.9","0","2"
"38","19","0","""""","9.9","0","2"
"39","19","0","""""","9.9","0","2"
"40","19","0","""""","9.9","""outside-region""","0"
"-40","18","0","""""","9.9","""outside-region""","0"
"-39","18","0","""""","9.9","0","1"
"-38","18","0","""""","9.9","0","1"
"-37","18","0","""""","9.9","0","1"
"-36","18","0","""""","9.9","0","1"
"-35","18","0","""""","9.9","0","1"
"-34","18","0","""""","9.9","0","1"
"-33","18","0","""""","9.9","0","1"
"-32","18","0","""""","9.9","0","1"
"-31","18","0","""""","9.9","0","1"
"-30","18","0","""""","9.9","0","1"
"-29","18","0","""""","9.9","0","1"
"-28","18","0","""""","9.9","0","1"
"-27","18","0","""""","9.9","0","1"
"-26","18","0","""""","9.9","0","1"
"-25","18","0","""""","9.9","0","1"
"-24","18","0","""""","9.9","0","1"
"-23","18","0","""""","9.9","0","1"
"-22","18","0","""""","9.9","0","1"
"-21","18","0","""""","9.9","0","1"
"-20","18","0","""""","9.9","0","1"
"-19","18","0","""""","9.9","0","1"
"-18","18","0","""""","9.9","0","1"
"-17","18","0","""""","9.9","0","1"
"-16","18","0","""""","9.9","0","1"
"-15","18","0","""""","9.9","0","1"
"-14","18","0","""""","9.9","0","1"
"-13","18","0","""""","9.9","0","1"
"-12","18","0","""""","9.9","0","1"
"-11","18","0","""""","9.9","0","1"
"-10","18","0","""""","9.9","0","1"
"-9","18","0","""""","9.9","0","1"
"-8","18","0","""""","9.9","0","1"
"-7","18","0","""""","9.9","0","1"
"-6","18","0","""""","9.9","0","1"
"-5","18","0","""""","9.9","0","1"
"-4","18","0","""""","9.9","0","1"
"-3","18","0","""""","9.9","0","1"
"-2","18","0","""""","9.9","0","1"
"-1","18","0","""""","9.9","0","1"
"0","18","0","""""","9.9","""outside-region""","0"
"1","18","0","""""","9.9","0","2"
"2","18","0","""""","9.9","0","2"
"3","18","0","""""","9.9","0","2"
"4","18","0","""""","9.9","0","2"
"5","18","0","""""","9.9","0","2"
"6","18","0","""""","9.9","0","2"
"7","18","0","""""","9.9","0","2"
"8","18","0","""""","9.9","0","2"
"9","18","0","""""","9.9","0","2"
"10","18","0","""""","9.9","0","2"
"11","18","0","""""","9.9","0","2"
"12","18","0","""""","9.9","0","2"
"13","18","0","""""","9.9","0","2"
"14","18","0","""""","9.9","0","2"
"15","18","0","""""","9.9","0","2"
"16","18","0","""""","9.9","0","2"
"17","18","0","""""","9.9","0","2"
"18","18","0","""""","9.9","0","2"
"19","18","0","""""","9.9","0","2"
"20","18","0","""""","9.9","0","2"
"21","18","0","""""","9.9","0","2"
"22","18","0","""""","9.9","0","2"
"23","18","0","""""","9.9","0","2"
"24","18","0","""""","9.9","0","2"
"25","18","0","""""","9.9","0","2"
"26","18","0","""""","9.9","0","2"
"27","18","0","""""","9.9","0","2"
"28","18","0","""""","9.9","0","2"
"29","18","0","""""","9.9","0","2"
"30","18","0","""""","9.9","0","2"
"31","18","0","""""","9.9","0","2"
"32","18","0","""""","9.9","0","2"
"33","18","0","""""","9.9","0","2"
"34","18","0","""""","9.9","0","2"
"35","18","0","""""","9.9","0","2"
"36","18","0","""""","9.9","0","2"
"37","18","0","""""","9.9","0","2"
"38","18","0","""""","9.9","0","2"
"39","18","0","""""","9.9","0","2"
"40","18","0","""""","9.9","""outside-region""","0"
"-40","17","0","""""","9.9","""outside-region""","0"
"-39","17","0","""""","9.9","0","1"
"-38","17","0","""""","9.9","0","1"
"-37","17","0","""""","9.9","0","1"
"-36","17","0","""""","9.9","0","1"
"-35","17","0","""""","9.9","0","1"
"-34","17","0","""""","9.9","0","1"
"-33","17","0","""""","9.9","0","1"
"-32","17","0","""""","9.9","0","1"
"-31","17","0","""""","9.9","0","1"
"-30","17","0","""""","9.9","0","1"
"-29","17","0","""""","9.9","0","1"
"-28","17","0","""""","9.9","0","1"
"-27","17","0","""""","9.9","0","1"
"-26","17","0","""""","9.9","0","1"
"-25","17","0","""""","9.9","0","1"
"-24","17","0","""""","9.9","0","1"
"-23","17","0","""""","9.9","0","1"
"-22","17","0","""""","9.9","0","1"
"-21","17","0","""""","9.9","0","1"
"-20","17","0","""""","9.9","0","1"
"-19","17","0","""""","9.9","0","1"
"-18","17","0","""""","9.9","0","1"
"-17","17","0","""""","9.9","0","1"
"-16","17","0","""""","9.9","0","1"
"-15","17","0","""""","9.9","0","1"
"-14","17","0","""""","9.9","0","1"
"-13","17","0","""""","9.9","0","1"
"-12","17","0","""""","9.9","0","1"
"-11","17","0","""""","9.9","0","1"
"-10","17","0","""""","9.9","0","1"
"-9","17","0","""""","9.9","0","1"
"-8","17","0","""""","9.9","0","1"
"-7","17","0","""""","9.9","0","1"
"-6","17","0","""""","9.9","0","1"
"-5","17","0","""""","9.9","0","1"
"-4","17","0","""""","9.9","0","1"
"-3","17","0","""""","9.9","0","1"
"-2","17","0","""""","9.9","0","1"
"-1","17","0","""""","9.9","0","1"
"0","17","0","""""","9.9","""outside-region""","0"
"1","17","0","""""","9.9","0","2"
"2","17","0","""""","9.9","0","2"
"3","17","0","""""","9.9","0","2"
"4","17","0","""""","9.9","0","2"
"5","17","0","""""","9.9","0","2"
"6","17","0","""""","9.9","0","2"
"7","17","0","""""","9.9","0","2"
"8","17","0","""""","9.9","0","2"
